t, H, V, T, P
2.860e+00, -1.014960e+03,-1.120e+03, 3.919e+01, 0.000e+00
2.870e+00, -1.014960e+03,-1.120e+03, 3.905e+01, 0.000e+00
2.880e+00, -1.014960e+03,-1.120e+03, 3.900e+01, 0.000e+00
2.890e+00, -1.014960e+03,-1.120e+03, 3.902e+01, 0.000e+00
2.900e+00, -1.014960e+03,-1.120e+03, 3.910e+01, 0.000e+00
2.910e+00, -1.014960e+03,-1.121e+03, 3.922e+01, 0.000e+00
2.920e+00, -1.014960e+03,-1.121e+03, 3.940e+01, 0.000e+00
2.930e+00, -1.014960e+03,-1.122e+03, 3.961e+01, 0.000e+00
2.940e+00, -1.014960e+03,-1.122e+03, 3.986e+01, 0.000e+00
2.950e+00, -1.014960e+03,-1.123e+03, 4.017e+01, 0.000e+00
2.960e+00, -1.014960e+03,-1.124e+03, 4.052e+01, 0.000e+00
2.970e+00, -1.014960e+03,-1.125e+03, 4.093e+01, 0.000e+00
2.980e+00, -1.014960e+03,-1.126e+03, 4.138e+01, 0.000e+00
2.990e+00, -1.014960e+03,-1.128e+03, 4.186e+01, 0.000e+00
3.000e+00, -1.014960e+03,-1.129e+03, 4.237e+01, 0.000e+00
3.010e+00, -1.014961e+03,-1.130e+03, 4.287e+01, 0.000e+00
3.020e+00, -1.014961e+03,-1.132e+03, 4.334e+01, 0.000e+00
3.030e+00, -1.014961e+03,-1.133e+03, 4.376e+01, 0.000e+00
3.040e+00, -1.014961e+03,-1.134e+03, 4.410e+01, 0.000e+00
3.050e+00, -1.014961e+03,-1.134e+03, 4.435e+01, 0.000e+00
3.060e+00, -1.014961e+03,-1.135e+03, 4.450e+01, 0.000e+00
3.070e+00, -1.014961e+03,-1.135e+03, 4.454e+01, 0.000e+00
3.080e+00, -1.014961e+03,-1.135e+03, 4.446e+01, 0.000e+00
3.090e+00, -1.014961e+03,-1.134e+03, 4.427e+01, 0.000e+00
3.100e+00, -1.014961e+03,-1.133e+03, 4.398e+01, 0.000e+00
3.110e+00, -1.014961e+03,-1.132e+03, 4.360e+01, 0.000e+00
3.120e+00, -1.014961e+03,-1.131e+03, 4.315e+01, 0.000e+00
3.130e+00, -1.014961e+03,-1.130e+03, 4.263e+01, 0.000e+00
3.140e+00, -1.014961e+03,-1.128e+03, 4.206e+01, 0.000e+00
3.150e+00, -1.014961e+03,-1.127e+03, 4.147e+01, 0.000e+00
3.160e+00, -1.014960e+03,-1.125e+03, 4.087e+01, 0.000e+00
3.170e+00, -1.014960e+03,-1.123e+03, 4.027e+01, 0.000e+00
3.180e+00, -1.014960e+03,-1.122e+03, 3.970e+01, 0.000e+00
3.190e+00, -1.014960e+03,-1.120e+03, 3.918e+01, 0.000e+00
3.200e+00, -1.014960e+03,-1.119e+03, 3.872e+01, 0.000e+00
3.210e+00, -1.014960e+03,-1.118e+03, 3.834e+01, 0.000e+00
